Name,Manufacturer,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Engine CC,Power,Seats,Mileage Km/L,Price,Age,Price_per_CC,KM_per_Year,Luxury_Score,Regional_Premium,Q1_2026_Value
Honda City 1.5 EXI S,Honda,Mumbai,2013,52576,Petrol,Manual,First,1493,100.0,5,13.0,4.35,13,2.9135967849966504,4044.3076923076924,0,-53.75452908376908,1.441046414839865
Volkswagen Polo Petrol Trendline 1.2L,Volkswagen,Kolkata,2010,55000,Petrol,Manual,First,1198,73.9,5,16.47,2.25,16,1.8781302170283807,3437.5,0,-60.33488334963179,0.5804097675924957
Audi A6 35 TFSI Matrix,Audi,Mumbai,2016,47000,Petrol,Automatic,First,1798,187.74,5,15.26,24.5,10,13.626251390433815,4700.0,1,160.4629971144041,10.42296584563835
Volkswagen Jetta 2007-2011 1.9 L TDI,Volkswagen,Hyderabad,2010,42021,Diesel,Manual,First,1968,74.0,5,0.0,5.45,16,2.769308943089431,2626.3125,0,-44.28494564317642,1.4058814370573784
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Hyundai,Coimbatore,2017,23163,Petrol,Manual,First,1591,121.3,5,15.29,12.03,9,7.561282212445003,2573.6666666666665,0,-20.110318070502174,5.5629227649968644
Mercedes-Benz New C-Class C 200 CGI Avantgarde,MercedesBenz,Mumbai,2011,50000,Petrol,Automatic,Second,1796,186.0,5,11.74,8.5,15,4.732739420935412,3333.3333333333335,1,-9.635286715410828,2.38332513262619
Mini Cooper Convertible S,Mini,Mumbai,2014,11900,Petrol,Automatic,First,1998,189.08,4,16.82,28.5,12,14.264264264264265,991.6666666666666,1,202.9875680718578,10.262324543462308
Hyundai Santro Xing XO eRLX Euro II,Hyundai,Pune,2006,108000,Petrol,Manual,Second,1086,74.0,5,17.0,1.2,20,1.1049723756906076,5400.0,0,-82.25408788038155,0.2217607847565334
Toyota Etios VD,Toyota,Bangalore,2013,37000,Diesel,Manual,First,1364,67.04,5,23.59,5.75,13,4.215542521994134,2846.153846153846,0,-57.34161386253061,1.9048314678917757
Honda Brio S MT,Honda,Delhi,2014,30000,Petrol,Manual,Second,1198,86.8,5,19.4,3.2,12,2.6711185308848084,2500.0,0,-67.10900757870772,1.1522610013712065
Maruti Baleno Alpha Automatic,Maruti,Coimbatore,2018,12831,Petrol,Automatic,First,1197,83.1,5,21.4,9.89,8,8.262322472848789,1603.875,0,-34.321782686389554,4.971024083434439
Skoda Laura Ambiente 2.0 TDI CR AT,Skoda,Coimbatore,2012,143017,Diesel,Automatic,First,1968,138.1,5,20.0,6.58,14,3.34349593495935,10215.5,0,-56.30306674180419,2.005406569396462
Hyundai EON Era Plus,Hyundai,Kochi,2018,13102,Petrol,Manual,First,814,55.2,5,21.1,4.06,8,4.987714987714988,1637.75,0,-63.72785968066377,2.0406832941095874
Renault Captur 1.5 Diesel RXL,Renault,Coimbatore,2019,24950,Diesel,Manual,First,1461,108.45,5,20.37,13.37,7,9.151266255989048,3564.285714285714,0,-11.211550507282963,7.304544774642639
BMW 5 Series 2003-2012 GT 530d LE,BMW,Coimbatore,2011,57832,Diesel,Automatic,First,2993,258.0,5,16.2,25.82,15,8.626795856999665,3855.4666666666667,1,71.46729737486565,7.239700579342144
Maruti Alto 800 LXI,Maruti,Kochi,2016,34267,Petrol,Manual,First,796,47.3,5,22.74,3.74,10,4.698492462311558,3426.7,0,-66.58674758760652,1.591097643374997
Volvo V40 D3,Volvo,Bangalore,2015,33000,Diesel,Automatic,Second,1984,150.0,5,16.8,22.0,11,11.088709677419354,3000.0,1,63.21469478683943,8.610646070029395
Maruti Wagon R LXI BSII,Maruti,Ahmedabad,2007,55100,Petrol,Manual,First,998,67.1,5,18.9,1.45,19,1.4529058116232465,2900.0,0,-82.90501139313452,0.2912619002689977
Honda City ZX GXi,Honda,Kolkata,2008,40000,Petrol,Manual,First,1497,78.0,5,17.7,2.0,18,1.336005344021376,2222.222222222222,0,-64.74211853300604,0.436674513146923
Maruti Eeco 5 STR With AC Plus HTR CNG,Maruti,Kochi,2017,31841,CNG,Manual,First,1196,73.0,5,15.1,4.7,9,3.9297658862876257,3537.8888888888887,0,-58.01008386677825,2.173377971362034
Chevrolet Enjoy 1.4 LS 8,Chevrolet,Kolkata,2014,15000,Petrol,Manual,First,1399,98.79,8,13.7,3.75,12,2.68048606147248,1250.0,0,-33.89147224938631,1.3503058609818825
Mahindra Bolero ZLX,Mahindra,Coimbatore,2016,82756,Diesel,Manual,First,2523,62.1,7,15.96,7.7,10,3.0519223147047163,8275.6,1,-48.865290868068726,3.275789265772053
Hyundai Santro GLS I - Euro I,Hyundai,Coimbatore,2012,50243,Petrol,Manual,First,1086,74.0,5,0.0,3.35,14,3.0847145488029466,3588.785714285714,0,-77.75308109195198,1.0209896667899918
Hyundai EON D Lite,Hyundai,Hyderabad,2014,20600,Petrol,Manual,First,814,55.2,5,21.1,2.6,12,3.1941031941031945,1716.6666666666667,0,-73.42034104078141,0.9362120636141052
Hyundai Creta 1.6 SX Plus Petrol Automatic,Hyundai,Coimbatore,2017,29952,Petrol,Automatic,First,1591,121.3,5,13.0,13.77,9,8.654934003771213,3328.0,0,-8.555201980948867,6.367535035245788
Volkswagen Vento 1.6 Comfortline,Volkswagen,Mumbai,2017,15000,Petrol,Manual,Second,1598,103.5,5,16.09,7.1,9,4.443053817271589,1666.6666666666667,0,-24.518886550519635,3.2831879992915827
Honda Civic 2006-2010 1.8 S AT,Honda,Pune,2008,61938,Petrol,Automatic,Second,1799,130.0,5,12.9,2.65,18,1.473040578098944,3441.0,0,-60.8111107358426,0.578593729919673
Tata Indica Vista Quadrajet LS,Tata,Hyderabad,2014,67000,Diesel,Manual,First,1248,74.0,5,22.3,2.5,12,2.003205128205128,5583.333333333333,0,-74.44263561613597,0.9002039073212551
Mahindra XUV500 W8 2WD,Mahindra,Kochi,2013,61672,Diesel,Manual,First,2179,140.0,7,16.0,7.53,13,3.4557136301055533,4744.0,1,-32.72679393975324,2.494501035343491
Hyundai i20 1.2 Asta Option,Hyundai,Coimbatore,2017,26185,Petrol,Manual,First,1197,81.83,5,18.6,7.98,9,6.666666666666667,2909.4444444444443,0,-47.005846899634854,3.690118342865751
Audi Q5 30 TDI quattro Premium Plus,Audi,Bangalore,2014,38000,Diesel,Automatic,Second,1968,174.3,5,14.16,39.0,12,19.817073170731707,3166.6666666666665,1,189.3351407584881,14.043180954211579
Maruti Ritz VXi,Maruti,Chennai,2011,67000,Petrol,Manual,Second,1197,85.8,5,18.5,2.25,15,1.8796992481203008,4466.666666666667,0,-71.0803742632381,0.6308801821657561
Mitsubishi Cedia Sports,Mitsubishi,Chennai,2010,66000,Petrol,Manual,Second,1999,114.0,5,13.17,3.85,16,1.9259629814907453,4125.0,0,-50.51530707265187,0.9931456023249371
Toyota Innova 2.5 V Diesel 7-seater,Toyota,Hyderabad,2015,80883,Diesel,Manual,First,2494,102.0,7,12.8,13.5,11,5.41299117882919,7353.0,1,38.00976767286575,5.283805542972583
Maruti Celerio LDi,Maruti,Hyderabad,2016,80219,Diesel,Manual,First,793,47.0,5,27.62,3.5,10,4.4136191677175285,8021.9,0,-64.21968986259037,1.4889951208054786
Maruti S-Cross Delta DDiS 200 SH,Maruti,Delhi,2018,12923,Diesel,Manual,First,1248,88.5,5,25.1,8.92,8,7.147435897435898,1615.375,0,-8.31635862564778,4.483471670802345
Audi Q3 35 TDI Quattro Premium Plus,Audi,Coimbatore,2016,86642,Diesel,Automatic,First,1968,181.0,5,15.17,20.37,10,10.350609756097562,8664.2,1,35.27454870356366,8.665951603087885
BMW 3 Series Luxury Line,BMW,Bangalore,2016,19235,Diesel,Automatic,First,1995,190.0,5,21.76,36.5,10,18.295739348370926,1923.5,1,170.78801635089272,15.528091974114275
Audi Q7 4.2 TDI Quattro Technology,Audi,Coimbatore,2016,51002,Diesel,Automatic,First,4134,335.2,7,11.33,48.91,10,11.831156265118528,5100.2,1,224.80501605750112,20.807643245313127
Hyundai i20 2015-2017 Asta 1.2,Hyundai,Pune,2016,6800,Petrol,Manual,First,1197,81.83,5,18.6,7.2,10,6.015037593984962,680.0,0,6.475472717710673,3.0630756770855556
Renault Duster 110PS Diesel RxL,Renault,Hyderabad,2012,82749,Diesel,Manual,First,1461,108.45,5,19.01,5.99,14,4.099931553730322,5910.642857142857,0,-38.76455493626179,1.8255904788274782
Hyundai Xcent 1.1 CRDi S Celebration Edition,Hyundai,Pune,2016,51000,Diesel,Manual,First,1120,71.0,5,24.4,5.25,10,4.687499999999999,5100.0,0,-22.36163447666929,2.233492681208218
Ford Ecosport 1.5 DV5 MT Titanium,Ford,Delhi,2014,31465,Diesel,Manual,First,1498,89.84,5,22.7,6.5,12,4.339118825100133,2622.0833333333335,0,-33.19017164425006,2.340530159035263
Volkswagen Polo Petrol Trendline 1.2L,Volkswagen,Hyderabad,2013,76476,Petrol,Manual,First,1198,73.9,5,16.47,4.4,13,3.6727879799666114,5882.7692307692305,0,-55.019038684399305,1.4576101667345762
Hyundai Grand i10 CRDi Magna,Hyundai,Kolkata,2017,14000,Diesel,Manual,First,1120,70.0,5,24.0,4.6,9,4.107142857142857,1555.5555555555557,0,-18.906872625913884,2.127135886864969
Tata Manza Aqua Quadrajet BS IV,Tata,Ahmedabad,2013,47000,Diesel,Manual,First,1248,88.8,5,21.12,2.95,13,2.3637820512820515,3615.3846153846152,0,-65.22054042051504,0.9772613617879545
Honda City 1.5 V MT,Honda,Kolkata,2011,48466,Petrol,Manual,First,1497,118.0,5,17.0,3.26,15,2.177688710754843,3231.0666666666666,0,-42.529653208799836,0.9140752861601622
Hyundai Santro Xing GLS,Hyundai,Bangalore,2008,46000,Petrol,Manual,Second,1086,62.1,5,17.92,2.22,18,2.044198895027624,2555.5555555555557,0,-83.5301535260553,0.4847087095930846
Toyota Innova 2.5 VX (Diesel) 7 Seater,Toyota,Hyderabad,2012,162663,Diesel,Manual,First,2494,100.0,7,12.99,10.5,14,4.210104250200481,11618.785714285714,1,7.340930412228919,3.2001168660581834
Maruti Ciaz 1.3 S,Maruti,Coimbatore,2017,25142,Diesel,Manual,First,1248,88.5,5,28.09,8.26,9,6.618589743589744,2793.5555555555557,0,-45.14640293120099,3.8195961794575313
Toyota Fortuner 4x4 MT TRD Sportivo,Toyota,Delhi,2013,69000,Diesel,Manual,First,2982,169.0,7,12.55,14.45,13,4.8457411133467465,5307.692307692308,1,48.52338765239794,4.786924297571505
Ford Fiesta 1.6 SXI ABS Duratec,Ford,Chennai,2009,80524,Petrol,Manual,Second,1596,74.0,5,15.3,2.5,17,1.5664160401002505,4736.705882352941,0,-67.86708251470901,0.5933077624278845
Mercedes-Benz E-Class E 220 d,MercedesBenz,Kochi,2018,26405,Petrol,Automatic,First,1950,191.34,5,12.6,51.43,8,26.374358974358977,3300.625,1,359.4768907939563,25.85033049656554
Mercedes-Benz New C-Class 220 CDI MT,MercedesBenz,Chennai,2014,45000,Diesel,Manual,First,2148,170.0,5,15.8,23.0,12,10.707635009310986,3750.0,1,195.62284086467713,8.281875947355546
Skoda Yeti Ambition 4X2,Skoda,Kolkata,2012,64284,Diesel,Manual,First,1968,108.49,5,17.72,5.5,14,2.7947154471544717,4591.714285714285,0,-3.0408259657665915,1.6762516917447627
Hyundai Grand i10 Sportz,Hyundai,Delhi,2015,27000,Petrol,Manual,First,1197,82.0,5,18.9,4.5,11,3.7593984962406015,2454.5454545454545,0,-53.74704190755774,1.7612685143241946
Ford Figo 2015-2019 1.2P Titanium MT,Ford,Hyderabad,2018,3678,Petrol,Manual,First,1196,86.8,5,18.16,6.8,8,5.68561872909699,459.75,0,-30.483968875889843,3.417893201956945
Skoda Octavia Ambition 1.4 TSI MT,Skoda,Mumbai,2013,21000,Petrol,Manual,First,1395,138.02,5,16.8,8.75,13,6.272401433691757,1615.3846153846155,0,-6.977501030569966,2.8986565815744414
Renault Duster 85PS Diesel RxL Option,Renault,Mumbai,2015,67000,Diesel,Manual,Second,1461,83.8,5,19.87,7.0,11,4.791238877481177,6090.909090909091,0,-25.582000824455974,2.7397510222820802
Land Rover Range Rover Evoque 2.0 TD4 Pure,Land,Delhi,2015,24000,Diesel,Automatic,Second,1999,177.0,5,15.68,33.5,11,16.758379189594798,2181.818181818182,1,244.32757691040354,13.11166560663567
Ford Figo Diesel EXI,Ford,Chennai,2011,75000,Diesel,Manual,Second,1399,68.0,5,20.0,2.25,15,1.608291636883488,5000.0,0,-71.0803742632381,0.6308801821657561
Ford Endeavour Hurricane Limited Edition,Ford,Hyderabad,2008,179000,Diesel,Automatic,Second,2953,156.0,7,12.8,4.24,18,1.4358279715543516,9944.444444444445,1,-56.6547100049666,0.9257499678714768
Toyota Fortuner 4x4 MT,Toyota,Coimbatore,2017,47198,Diesel,Manual,First,2982,168.5,7,12.55,28.42,9,9.530516431924882,5244.222222222223,1,88.73356279603728,13.142000414065745
Volkswagen Polo Diesel Comfortline 1.2L,Volkswagen,Kolkata,2012,52000,Diesel,Manual,First,1199,73.9,5,22.07,2.75,14,2.293577981651376,3714.285714285714,0,-51.5204129828833,0.8381258458723814
Maruti Ritz VDi,Maruti,Jaipur,2011,91000,Diesel,Manual,First,1248,73.94,5,23.2,3.0,15,2.4038461538461537,6066.666666666667,0,-48.63142420420471,0.8411735762210082
Nissan Micra Diesel XV Premium,Nissan,Pune,2013,60000,Diesel,Manual,First,1461,63.1,5,23.08,3.55,13,2.4298425735797395,4615.384615384615,0,-47.501676646128765,1.1760263845244876
Hyundai Verna 1.6 SX,Hyundai,Kolkata,2013,37873,Diesel,Manual,First,1582,126.32,5,22.32,4.8,13,3.034134007585335,2913.3076923076924,0,-15.38108447921448,1.5901201818922648
BMW 5 Series 2003-2012 523i,BMW,Kolkata,2011,31000,Petrol,Automatic,First,2497,150.0,5,10.8,13.5,15,5.406487785342411,2066.6666666666665,1,137.99069990220926,3.7852810929945373
Mercedes-Benz GLS 350d 4MATIC,MercedesBenz,Pune,2017,129000,Diesel,Automatic,First,2987,258.0,7,11.0,56.0,9,18.747907599598257,14333.333333333334,1,728.1425655821942,25.895567318356147
Honda CR-V 2.4L 4WD AT,Honda,Hyderabad,2004,78000,Petrol,Automatic,First,2354,187.4,5,12.0,3.99,22,1.6949872557349193,3545.4545454545455,1,-59.21044644335301,0.6240969413246169
Hyundai Creta 1.6 CRDi AT SX Plus,Hyundai,Bangalore,2016,32000,Diesel,Automatic,First,1582,126.2,5,17.01,15.5,10,9.79772439949431,3200.0,0,14.99217132709143,6.594121249281405
Hyundai i10 Era,Hyundai,Jaipur,2010,59000,Petrol,Manual,Second,1086,68.05,5,19.81,2.32,16,2.136279926335175,3687.5,0,-60.27496805125164,0.59846696036204
Mercedes-Benz A Class A200 CDI Sport,MercedesBenz,Kochi,2016,35437,Diesel,Automatic,First,2143,136.0,5,20.0,18.58,10,8.67008866075595,3543.7,1,65.99417909686383,7.904436955590225
Maruti Ertiga VXI,Maruti,Jaipur,2014,98000,Petrol,Manual,First,1373,93.7,7,16.02,5.5,12,4.005826656955572,8166.666666666667,0,-5.8242777077086245,1.980448596106761
Skoda Octavia Classic 1.9 TDI MT,Skoda,Chennai,2006,72000,Diesel,Manual,Second,1896,66.0,5,18.7,3.2,20,1.687763713080169,3600.0,0,-58.86986561882752,0.5913620926840891
Honda Amaze VX i-Vtech,Honda,Pune,2015,79000,Petrol,Manual,First,1198,86.7,5,18.0,4.0,11,3.33889816360601,7181.818181818182,0,-40.84695960127185,1.5655720127326174
Maruti Zen LXi BSII,Maruti,Chennai,2004,29000,Petrol,Manual,First,993,60.0,5,17.3,1.6,22,1.6112789526686808,1318.1818181818182,0,-79.43493280941377,0.25026443762390654
Maruti SX4 ZXI MT BSIV,Maruti,Kochi,2013,66012,Petrol,Manual,First,1586,103.3,5,15.5,4.15,13,2.616645649432535,5077.846153846154,0,-62.92379745683612,1.3747914072610208
Honda Brio VX AT,Honda,Mumbai,2014,35000,Petrol,Automatic,First,1198,86.8,5,16.5,4.25,12,3.5475792988313857,2916.6666666666665,0,-54.817643357705414,1.5303466424461336
Maruti Wagon R VXI,Maruti,Ahmedabad,2011,75000,Petrol,Manual,First,998,67.1,5,18.9,2.6,15,2.6052104208416833,5000.0,0,-69.34691698079291,0.7290170993915405
Toyota Camry A/T,Toyota,Mumbai,2008,80000,Petrol,Automatic,Second,2362,164.7,5,12.1,3.43,18,1.4521591871295512,4444.444444444444,1,-63.535180403983425,0.748896790046973
Chevrolet Beat LS,Chevrolet,Kochi,2012,32717,Petrol,Manual,First,1199,79.4,5,18.6,2.55,14,2.1267723102585485,2336.9285714285716,0,-77.2182369915499,0.7771712388998445
Toyota Fortuner 4x4 AT,Toyota,Delhi,2017,25000,Diesel,Automatic,First,2982,168.5,7,12.55,32.0,9,10.731052984574111,2777.777777777778,1,228.9099242129228,14.797467039060654
Ford Ecosport 1.5 DV5 MT Titanium Optional,Ford,Mumbai,2014,79000,Diesel,Manual,First,1498,89.84,5,22.7,6.25,12,4.172229639519359,6583.333333333333,0,-33.555357878978555,2.2505097683031376
Maruti Swift Vdi BSIII,Maruti,Hyderabad,2010,86000,Diesel,Manual,Second,1248,75.0,5,17.8,3.6,16,2.8846153846153846,5375.0,0,-63.1973952872358,0.9286556281479931
Mercedes-Benz S Class 2005 2013 S 350 CDI,MercedesBenz,Pune,2010,137000,Diesel,Automatic,First,2987,282.0,5,13.5,18.5,16,6.193505189152996,8562.5,1,173.5828118441177,4.772258089093853
Honda Mobilio S i VTEC,Honda,Mumbai,2015,25000,Petrol,Manual,Second,1497,117.3,7,17.3,4.25,11,2.839011356045424,2272.7272727272725,0,-54.817643357705414,1.6634202635284059
Hyundai Grand i10 Sportz,Hyundai,Mumbai,2017,8500,Petrol,Manual,Second,1197,82.0,5,18.9,4.8,9,4.010025062656641,944.4444444444445,0,-48.970514851055526,2.219620055859098
Mahindra XUV500 AT W8 FWD,Mahindra,Bangalore,2015,34000,Diesel,Automatic,First,2179,140.0,7,16.0,13.0,11,5.966039467645709,3090.909090909091,1,-3.554953080503964,5.088109041381006
Skoda Fabia 1.6 MPI Elegance,Skoda,Pune,2012,41629,Petrol,Manual,Second,1598,105.0,5,14.83,2.25,14,1.4080100125156445,2973.5,0,-66.72641477571541,0.6857393284410394
Hyundai Santro Xing GLS,Hyundai,Hyderabad,2009,80227,Petrol,Manual,First,1086,62.1,5,17.92,2.3,17,2.1178637200736645,4719.235294117647,0,-76.4872247668451,0.5458431414336538
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Hyundai,Kochi,2019,8587,Petrol,Manual,First,1591,121.3,5,15.29,13.56,7,8.52294154619736,1226.7142857142858,0,21.145375056699358,7.408349075852969
Mahindra Scorpio 1.99 S8,Mahindra,Delhi,2017,30000,Diesel,Manual,First,1997,120.0,7,15.4,12.25,9,6.134201301952929,3333.3333333333335,0,25.910830362759498,5.664655350890407
Skoda Rapid 1.6 TDI Ambition,Skoda,Pune,2013,64186,Diesel,Manual,First,1598,103.5,5,20.5,3.76,13,2.352941176470588,4937.384615384615,0,-44.39614202519554,1.245594142482274
Renault Duster 110PS Diesel RxZ,Renault,Coimbatore,2015,76427,Diesel,Manual,First,1461,108.45,5,19.01,8.58,11,5.872689938398357,6947.909090909091,0,-43.02132411013372,3.358151967311464
BMW X5 xDrive 30d,BMW,Hyderabad,2011,75000,Diesel,Automatic,First,2993,245.0,5,11.7,27.5,15,9.188105579685935,5000.0,1,181.1310082225043,7.710757782025909
Toyota Etios G,Toyota,Coimbatore,2013,27075,Petrol,Manual,First,1496,88.73,5,17.6,4.95,13,3.308823529411765,2082.6923076923076,0,-67.1276869866156,1.6398114375763984
Maruti Wagon R LXI,Maruti,Ahmedabad,2012,30000,Petrol,Manual,First,998,67.04,5,22.5,3.3,14,3.306613226452906,2142.8571428571427,0,-61.09416386023716,1.0057510150468576
Hyundai Creta 1.6 SX,Hyundai,Chennai,2016,69434,Petrol,Manual,First,1591,121.3,5,15.8,8.0,10,5.02828409805154,6943.4,0,2.825335952931174,3.403417418983951
Maruti Celerio VXI,Maruti,Jaipur,2014,56000,Petrol,Manual,First,998,67.04,5,23.1,2.79,12,2.7955911823647295,4666.666666666667,0,-52.22722450991037,1.0046275605705206
Land Rover Range Rover HSE Dynamic,Land,Coimbatore,2017,49275,Diesel,Automatic,First,2179,187.7,5,12.7,45.64,9,20.9453877925654,5475.0,1,203.0893668547199,21.104887364460257
Chevrolet Beat LT,Chevrolet,Pune,2014,8700,Petrol,Manual,First,1199,76.8,5,18.6,2.55,12,2.1267723102585485,725.0,0,-62.289936745810806,0.9182079854676801
Tata Nano Twist XT,Tata,Ahmedabad,2014,18000,Petrol,Manual,Second,624,37.5,4,25.4,1.0,12,1.6025641025641026,1500.0,0,-88.21035268492035,0.360081562928502
Audi A6 2011-2015 35 TDI Technology,Audi,Coimbatore,2017,41041,Diesel,Automatic,First,1968,174.33,5,17.68,37.56,9,19.085365853658537,4560.111111111111,1,149.4311266227713,17.368526937097442
Mercedes-Benz E-Class 280 CDI,MercedesBenz,Kochi,2009,80464,Diesel,Automatic,Second,2987,198.5,5,11.0,9.29,17,3.1101439571476392,4733.176470588235,1,-17.002910451568088,2.2047316451820187
Maruti Swift VXI,Maruti,Kochi,2019,20667,Petrol,Manual,First,1197,81.8,5,22.0,6.37,7,5.321637426900584,2952.4285714285716,0,-43.09026260242074,3.4801757826831423
Fiat Linea T Jet,Fiat,Coimbatore,2013,60283,Petrol,Manual,First,1368,112.0,5,14.6,2.98,13,2.178362573099415,4637.153846153846,0,-80.21020347881101,0.9871996129247811
Maruti Swift VXI Optional,Maruti,Kochi,2017,31696,Petrol,Manual,First,1197,81.8,5,20.4,5.75,9,4.803675856307435,3521.777777777778,0,-48.62935792212233,2.6589198585812115
Toyota Fortuner 3.0 Diesel,Toyota,Hyderabad,2010,100000,Diesel,Manual,First,2982,171.0,7,11.5,13.0,16,4.359490274983233,6250.0,1,32.89829479609294,3.3534786572010864
Maruti Ertiga ZXI,Maruti,Mumbai,2014,13361,Petrol,Manual,First,1373,93.7,7,16.02,6.8,12,4.952658412235979,1113.4166666666667,0,-27.708229372328663,2.4485546279138135
BMW 3 Series 320i Sedan,BMW,Coimbatore,2010,48394,Petrol,Automatic,First,1995,154.0,5,12.05,10.49,16,5.258145363408521,3024.625,1,-30.337259896888426,2.705999316464569
Maruti Ertiga VXI,Maruti,Jaipur,2014,47399,Petrol,Manual,First,1373,93.7,7,16.02,5.6,12,4.0786598689002185,3949.9166666666665,0,-4.111991847848795,2.0164567523996113
Honda City 1.5 V AT,Honda,Mumbai,2010,69000,Petrol,Automatic,Second,1497,118.0,5,16.8,2.85,16,1.9038076152304608,4312.5,0,-69.70124319281422,0.7351857056171612
Hyundai Santa Fe 4X4,Hyundai,Coimbatore,2013,65278,Diesel,Manual,First,2199,194.3,7,14.66,8.36,13,3.8017280582082766,5021.384615384615,1,-44.48231579961748,2.7694593167956945
Tata Indigo LS,Tata,Jaipur,2005,108000,Diesel,Manual,First,1405,70.0,5,17.0,1.0,21,0.7117437722419929,5142.857142857143,0,-82.87714140140156,0.17001660164667562
Mercedes-Benz E-Class 2009-2013 E 250 Elegance,MercedesBenz,Kolkata,2010,50645,Petrol,Automatic,Second,2497,204.0,5,10.93,10.75,16,4.305166199439327,3165.3125,1,89.51111288509257,2.7730688896085907
Maruti Swift Dzire LDi,Maruti,Hyderabad,2011,130002,Diesel,Manual,First,1248,73.9,5,19.3,3.85,15,3.0849358974358974,8666.8,0,-60.6416588488494,1.0795060894836273
Ford Fiesta Classic 1.4 Duratorq CLXI,Ford,Hyderabad,2012,107000,Diesel,Manual,First,1399,67.0,5,17.8,3.0,14,2.144388849177984,7642.857142857143,0,-69.33116273936318,0.9143191045880524
Honda City i VTEC CVT VX,Honda,Coimbatore,2015,41950,Petrol,Automatic,First,1497,117.3,5,18.0,9.6,11,6.4128256513026045,3813.6363636363635,0,-36.247635367981786,3.7573728305582814
Toyota Fortuner 4x2 Manual,Toyota,Delhi,2012,109000,Diesel,Manual,First,2982,168.5,7,13.0,13.25,14,4.443326626425217,7785.714285714285,1,36.18926549441335,4.038242711930565
Honda Amaze VX O i VTEC,Honda,Mumbai,2016,9000,Petrol,Manual,First,1198,86.7,5,18.0,5.75,10,4.799666110183639,900.0,0,-38.87092924866027,2.4462062698947147
Hyundai i20 Asta 1.4 CRDi,Hyundai,Delhi,2014,43900,Diesel,Manual,First,1396,88.73,5,22.54,6.75,12,4.835243553008596,3658.3333333333335,0,-30.620562861336598,2.4305505497673887
Chevrolet Enjoy TCDi LTZ 7 Seater,Chevrolet,Bangalore,2013,64000,Diesel,Manual,Second,1248,73.8,7,18.2,4.85,13,3.8862179487179485,4923.076923076923,0,-64.01857864926495,1.6066839337869758
Mercedes-Benz New C-Class Progressive C 200,MercedesBenz,Kochi,2019,13190,Petrol,Automatic,First,1950,181.43,5,0.0,38.99,7,19.994871794871795,1884.2857142857142,1,248.33762341155662,21.3017352852144
Maruti SX4 ZXI AT Leather,Maruti,Mumbai,2009,77652,Petrol,Automatic,First,1586,103.2,5,12.6,2.85,17,1.7969735182849937,4567.764705882353,0,-69.70124319281422,0.6763708491677883
Toyota Innova 2.5 VX (Diesel) 7 Seater,Toyota,Mumbai,2012,55000,Diesel,Manual,First,2494,100.0,7,12.99,9.51,14,3.813151563753007,3928.5714285714284,1,1.1021674513462365,2.898391561544126
BMW 5 Series 2003-2012 520d,BMW,Ahmedabad,2012,59900,Diesel,Automatic,Second,1995,177.0,5,18.48,18.5,14,9.273182957393484,4278.571428571428,1,118.10847532897348,5.638301144959657
Renault Duster 110PS Diesel RxZ,Renault,Delhi,2015,73539,Diesel,Manual,First,1461,108.45,5,19.01,6.75,11,4.620123203285421,6685.363636363636,0,-30.620562861336598,2.6419027714862917
BMW X1 sDrive 20d xLine,BMW,Coimbatore,2017,31645,Diesel,Automatic,First,1995,190.0,5,20.68,29.4,9,14.736842105263156,3516.1111111111113,1,95.24161668555577,13.595172842136975
Honda City ZX GXi,Honda,Kochi,2009,69690,Petrol,Manual,First,1497,78.0,5,17.7,3.29,17,2.1977287909151637,4099.411764705882,0,-70.60705870674478,0.780793015355096
Maruti Ciaz RS ZDi Plus SHVS,Maruti,Delhi,2016,41000,Diesel,Manual,First,1248,88.5,5,28.09,9.5,10,7.612179487179487,4100.0,0,-2.3548662492885453,4.041558185043441
Maruti Swift Dzire VXi,Maruti,Pune,2010,109200,Petrol,Manual,Second,1298,85.8,5,17.5,2.2,16,1.6949152542372883,6825.0,0,-67.46582778069951,0.567511772757107
Mahindra XUV500 W6 2WD,Mahindra,Pune,2012,80000,Diesel,Manual,First,2179,140.0,7,15.1,6.5,14,2.9830197338228546,5714.285714285715,1,-3.8763093520667424,1.981024726607447
Honda Civic 2006-2010 1.8 S MT,Honda,Ahmedabad,2007,51000,Petrol,Manual,First,1799,130.0,5,13.5,4.9,19,2.7237354085603114,2684.2105263157896,0,-42.23072815610972,0.9842643526331647
Maruti Ertiga ZDI,Maruti,Pune,2013,105000,Diesel,Manual,Second,1248,88.5,7,25.47,6.75,13,5.408653846153846,8076.923076923077,0,-0.17924432714623295,2.2361065057859975
Toyota Etios Liva GD,Toyota,Chennai,2013,179000,Diesel,Manual,First,1364,67.04,5,23.59,3.8,13,2.785923753665689,13769.23076923077,0,-51.15796542235769,1.258845143998043
Audi TT 2.0 TFSI,Audi,Delhi,2013,12100,Petrol,Automatic,First,1984,207.8,2,9.9,29.5,13,14.868951612903226,930.7692307692307,1,203.2138363837882,9.772613617879545
Skoda Rapid 1.5 TDI Style,Skoda,Hyderabad,2017,31000,Diesel,Manual,First,1498,108.4,5,21.13,10.5,9,7.009345794392523,3444.4444444444443,0,7.340930412228919,4.855418872191777
